from,to,p_value,coeficiente,signo,significativo
Pinus,Juniperus,0.9434023223559447,-0.009617994539601854,negativo,False
Pinus,Taxus,0.8792874125053785,-0.021499991841731805,negativo,False
Pinus,Betula,0.1350963367779869,-0.23223488028512806,negativo,False
Pinus,Corylus,0.3379213185985689,-0.13709429247551602,negativo,False
Pinus,Salix,0.4042376994387441,-0.11815953422287973,negativo,False
Pinus,Ulmus,0.0715444149592282,-0.23303643351808428,negativo,False
Pinus,Populus,0.767021700946384,0.04201586437376552,positivo,False
Pinus,Acer,0.4748586447784996,-0.10039384003415089,negativo,False
Pinus,Fraxinus,0.6210278689812077,0.07021118136611432,positivo,False
Pinus,Tilia,0.11836757797719638,-0.2108693534921942,negativo,False
Pinus,Juglans,0.315979103596032,-0.14251387366413706,negativo,False
Pinus,Pistacia,0.18380738282996462,-0.1666737698068307,negativo,False
Pinus,Rhamnus,0.3712735857147498,-0.12573174547033034,negativo,False
Pinus,Buxus,0.8462046185469788,-0.02785716004254664,negativo,False
Pinus,Sambucus,0.7064057385887814,-0.05303953976300817,negativo,False
Pinus,Viburnum,0.19859215567541777,0.191031993629389,positivo,False
Pinus,Tamarix,0.3250987262956473,-0.13727807098196948,negativo,False
Pinus,Thymelaeaceae,0.3305802285973538,-0.13717666933548242,negativo,False
Pinus,Ephedra distachya,0.09331821538587878,0.22567745939492245,positivo,False
Pinus,Ephedra fragilis,0.2131833875509613,0.17363529472592898,positivo,False
Pinus,Ericaceae,0.7610493274795807,0.042643212713223494,positivo,False
Pinus,Hereda helix,0.96719496446547,-0.005824980685105369,negativo,False
Pinus,Lonicera,0.825804061782889,-0.031227591546615963,negativo,False
Pinus,Oleaceae,0.16875804109275236,-0.19843984151925498,negativo,False
Pinus,Myrtus,0.2762434994432674,-0.15391756285621508,negativo,False
Pinus,Poaceae,0.5607714720187089,-0.08173885745926132,negativo,False
Pinus,Artemisia,0.13221547501395192,-0.16582232160477556,negativo,False
Pinus,Cichorioideae,0.024567144635309922,0.28573913849661914,positivo,True
Pinus,Asteroideae,0.39585016352997326,-0.12276893499736882,negativo,False
Pinus,Cardueae,0.24619758219871524,0.16678274244874292,positivo,False
Pinus,Rubiaceae,0.43871933053551615,-0.10442983298469981,negativo,False
Pinus,Centaurea,0.34536141182263946,0.14501855659447926,positivo,False
Pinus,Chenopodiaceae,0.2519667295762904,-0.1619815491951461,negativo,False
Pinus,Caryophyllaceae,0.6771384165589474,-0.05561083323723917,negativo,False
Pinus,Plantago,0.383850519539914,0.12285055486768509,positivo,False
Pinus,Brassicaceae,0.4834363755259584,-0.09807668802431276,negativo,False
Pinus,Saxifragaceae,0.2375689879491515,-0.16967257636099922,negativo,False
Pinus,Fabaceae,0.40365201918110394,0.10670247884359901,positivo,False
Pinus,Genista,0.9126288393623182,-0.014663821989357992,negativo,False
Pinus,Lotus type,0.4652109922658162,-0.10117011904936318,negativo,False
Pinus,Trifolium type,0.6284090403257292,-0.06986255510405054,negativo,False
Pinus,Rosaceae,0.2132404480495707,-0.155946862736755,negativo,False
Pinus,Boraginaceae,0.009852039259153067,0.3562158004831022,positivo,True
Pinus,Sedum,0.2714212152062013,-0.10826052378508111,negativo,False
Pinus,Helianthemum,0.001740784791925267,0.4094385802952504,positivo,True
Pinus,Lamiaceae,0.42262845577095276,-0.12250684751640956,negativo,False
Pinus,Urticaceae,0.0013193606915265564,-0.4575003702230396,negativo,True
Pinus,Rumex,0.10527327490852845,-0.22967520267450503,negativo,False
Pinus,Berberidaceae,0.288285126954393,0.14934384442436358,positivo,False
Pinus,Euphorbiaceae,0.8197191008975879,-0.0323826250857661,negativo,False
Pinus,Primulaceae,0.0752419354872,-0.24872669802578432,negativo,False
Pinus,Scrophulariaceae,0.31707862550998867,0.1402745145745921,positivo,False
Pinus,Papaver,0.568534702244934,-0.07684856687646015,negativo,False
Pinus,Campanulaceae,0.062251009815638185,0.25647697108128453,positivo,False
Pinus,Convolvulaceae,0.009852044361990017,0.35621577725256437,positivo,True
Pinus,Liliaceae,0.3704392086683427,0.12387106998914145,positivo,False
Pinus,Iridaceae,0.29959356474836984,0.16220991432831686,positivo,False
Pinus,Crassulaceae,0.07753297299208617,-0.24996920259603228,negativo,False
Pinus,Ranunculaceae,0.9446943984457562,-0.010141715804415571,negativo,False
Pinus,Cistaceae,0.7377466524843606,-0.04738158622438916,negativo,False
Pinus,Apiaceae,0.2877032683350825,-0.16182738620506493,negativo,False
Pinus,Valerianaceae,0.7560177526722912,-0.038495776540462406,negativo,False
Pinus,Ranunculus,0.16645097767481942,-0.19516805969550913,negativo,False
Juniperus,Pinus,0.6496759300672003,0.04525266805782191,positivo,False
Juniperus,Taxus,0.3611796564989319,-0.12768207492885422,negativo,False
Juniperus,Betula,0.8010049209251155,-0.03334282458943466,negativo,False
Juniperus,Corylus,0.32245789753540044,-0.13754169815712186,negativo,False
Juniperus,Salix,0.5497904977449797,-0.08181387720882188,negativo,False
Juniperus,Ulmus,0.4490204220132823,0.09316537665990393,positivo,False
Juniperus,Populus,0.7022174228853203,0.05394381928831298,positivo,False
Juniperus,Acer,0.8568950292003017,0.025314107184835913,positivo,False
Juniperus,Fraxinus,0.700783610291992,-0.05441298494397158,negativo,False
Juniperus,Tilia,0.9645389909930382,0.006136589359648226,positivo,False
Juniperus,Juglans,0.02661788785679773,0.30456589847194543,positivo,True
Juniperus,Pistacia,0.286015542758419,0.13497162163404253,positivo,False
Juniperus,Rhamnus,0.72450329731799,-0.050957180986397774,negativo,False
