depth,age,Abies,Pinus,Juniperus,Taxus,Alnus,Acer,Betula,Castanea,Corylus,Fagus,Fraxinus,Juglans,Olea,Evergreen Quercus,Deciduous Quercus,Salix,Tilia,Ulmus,Ilex,Hedera,Buxus,Caprifoliaceae t Sambucus,Caprifoliaceae t Viburnum,Cistaceae t Cistus,Ephedra distachya,Ephedra fragilis,Ericaceae,Ericaceae t Calluna vulgaris,Fabaceae t Cytisus,Lamiaceae t Thymus,Lamiaceae t Rosmarinus,Phillyrea,Rhamnus,Ribes,Rosaceae t. Prunus,Rosaceae,Poaceae,Cerealia type,Alisma,Amaryllidaceae,Apiaceae,Asphodelus,Asteraceae Artemisia,Asteraceae Centaurea,Asteraceae Cichorioideae,Asteraceae Asteroideae,Asteraceae Carduae,Boraginaceae,Boraginaceae t Borago,Boraginaceae t Echium,Brassicaceae,Campanulaceae t Campanula,Campanulaceae,Caprifoliaceae t Centranthus,Caryophyllaceae,Caryophyllaceae tricolpore t Spergularia,Chenopodiaceae,Cistaceae t Helianthemum,Crassulaceae,Crocus,Epilobium,Erodium,Euphrasia/Rhinanthus,Fabaceae t Lathyrus/Vicia,Fabaceae t Lotus,Fabaceae t Trifolium,Fumariaceae t Hypecoum,Gentiana,Geranium,Hypericum,Iridaceae,Lamiaceae tricolpe t Lamium,Lamiaceae t Mentha,Liliaceae,Orobanchaceae,Pinguicula,Plantago,Plantago t media/major,Plumbaginaceae tricolpe t Ceratostigma,Polygonum,Primulaceae t Androsace,Primulaceae t Primula,Ranunculaceae,Ranunculaceae t Aconitum,Ranunculaceae t Delphinium,Ranunculaceae t Thalictrum,Ranunculaceae t Helleborus,Rosaceae t Filipendula,Rosaceae t Potentilla,Rosaceae t Sanguisorba,Rubiaceae,Rubiaceae t Gallium,Rumex,Saxifraga,Scrophulariaceae tricolpore,Scrophulariaceae tricolpe,Scrophulariaceae dicolpe t Pedicularis,Scrophulariaceae t Veronica,Thymeleaceae,Urticaceae,Urtica,Viola,Cyperaceae,Juncaceae,Ranunculaceae t Ranunculus,Sparganium,Typha,Callitriche,Myriophyllum,Nymphaea,Potamogeton,Utricularia,Undetermined
471,2960,135.126916964286,450.423056547619,12.2842651785714,0,28.6632854166667,0,24.5685303571429,0,49.1370607142857,143.316427083333,4.09475505952381,8.18951011904762,8.18951011904762,53.2318157738095,262.064323809524,4.09475505952381,0,0,0,0,4.09475505952381,0,8.18951011904762,0,0,4.09475505952381,4.09475505952381,4.09475505952381,36.8527955357143,4.09475505952381,0,0,0,0,0,0,81.8951011904762,0,0,8.18951011904762,36.8527955357143,4.09475505952381,53.2318157738095,0,16.3790202380952,0,0,0,0,0,0,4.09475505952381,0,0,12.2842651785714,0,0,0,8.18951011904762,0,0,0,8.18951011904762,0,0,0,0,4.09475505952381,0,0,0,0,0,0,0,0,8.18951011904762,0,0,0,0,0,0,0,0,8.18951011904762,0,0,16.3790202380952,0,0,0,16.3790202380952,0,0,20.473775297619,4.09475505952381,0,0,0,0,0,57.3265708333333,0,0,0,4.09475505952381,0,0,0,0,0,28.6632854166667
476,3124,257.593457305503,2060.74765844402,114.485981024668,0,9.54049841872233,0,47.7024920936116,0,124.02647944339,295.755450980392,9.54049841872233,0,9.54049841872233,124.02647944339,734.618378241619,0,0,47.7024920936116,9.54049841872233,0,9.54049841872233,0,0,0,0,0,19.0809968374447,0,85.864485768501,19.0809968374447,0,0,0,0,9.54049841872233,76.3239873497786,257.593457305503,9.54049841872233,0,0,19.0809968374447,0,104.945482605946,0,0,9.54049841872233,0,0,0,9.54049841872233,9.54049841872233,0,0,0,28.621495256167,0,19.0809968374447,0,9.54049841872233,0,0,0,76.3239873497786,0,47.7024920936116,19.0809968374447,0,0,0,0,0,47.7024920936116,0,0,0,0,47.7024920936116,0,0,0,0,9.54049841872233,28.621495256167,0,0,28.621495256167,0,0,0,0,0,0,19.0809968374447,47.7024920936116,9.54049841872233,76.3239873497786,0,9.54049841872233,0,0,0,0,267.133955724225,0,0,0,0,0,19.0809968374447,19.0809968374447,0,0,124.02647944339
479,3232,33.7521153568854,1125.07051189618,39.3774679163663,0,16.8760576784427,0,16.8760576784427,0,50.628173035328,202.512692141312,5.62535255948089,0,0,78.7549358327325,393.774679163663,0,0,0,0,0,11.2507051189618,0,5.62535255948089,0,0,0,11.2507051189618,16.8760576784427,101.256346070656,11.2507051189618,0,0,0,0,0,0,180.011281903389,0,0,0,39.3774679163663,0,101.256346070656,0,0,11.2507051189618,0,0,0,5.62535255948089,0,5.62535255948089,0,0,0,0,22.5014102379236,0,0,0,0,0,0,0,0,11.2507051189618,0,0,0,0,0,5.62535255948089,0,0,0,0,39.3774679163663,0,0,0,0,0,0,0,0,11.2507051189618,0,16.8760576784427,0,0,0,0,5.62535255948089,0,0,33.7521153568854,0,0,0,0,0,0,33.7521153568854,22.5014102379236,0,11.2507051189618,0,0,11.2507051189618,0,0,0,73.1295832732516
484,3346,344.857823617868,3384.71567624945,63.8625599292349,0,12.772511985847,0,38.3175359575409,0,153.270143830164,638.625599292349,0,0,0,114.952607872623,1417.74883042901,0,0,0,12.772511985847,0,25.5450239716939,0,0,0,0,0,25.5450239716939,0,38.3175359575409,0,12.772511985847,0,0,0,0,25.5450239716939,306.540287660327,0,0,0,89.4075839009288,0,166.042655816011,0,12.772511985847,38.3175359575409,0,0,0,0,12.772511985847,0,0,0,12.772511985847,0,63.8625599292349,12.772511985847,0,0,0,0,51.0900479433879,0,0,12.772511985847,0,0,0,0,0,0,0,0,0,0,89.4075839009288,0,0,0,0,0,38.3175359575409,0,0,0,0,0,0,0,0,0,12.772511985847,12.772511985847,0,12.772511985847,0,12.772511985847,0,0,0,0,268.222751702786,0,0,0,12.772511985847,0,12.772511985847,0,0,0,204.360191773552
487,3405,128.545654834761,983.374259485924,25.7091309669523,0,25.7091309669523,0,57.8455446756426,0,160.682068543452,218.527613219094,12.8545654834761,0,0,70.7001101591188,572.028164014688,0,0,6.42728274173807,0,0,0,0,0,0,0,0,0,19.2818482252142,83.5546756425949,6.42728274173807,0,0,0,0,0,0,96.409241126071,0,0,0,70.7001101591188,0,77.1273929008568,0,0,0,0,0,0,6.42728274173807,0,0,0,0,12.8545654834761,0,19.2818482252142,6.42728274173807,0,0,0,0,0,0,0,0,0,6.42728274173807,0,0,0,32.1364137086903,0,0,0,0,51.4182619339045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8545654834761,12.8545654834761,0,0,0,0,0,0,0,0,83.5546756425949,38.5636964504284,0,6.42728274173807,0,0,0,0,0,0,19.2818482252142
492,3509,218.401465564738,3853.22585674931,124.800837465565,0,78.000523415978,0,109.200732782369,0,187.201256198347,312.002093663912,31.2002093663912,0,31.2002093663912,109.200732782369,1279.20858402204,0,0,15.6001046831956,0,0,46.8003140495868,0,0,0,0,0,31.2002093663912,0,31.2002093663912,0,31.2002093663912,0,0,0,0,0,265.201779614325,0,0,0,31.2002093663912,0,62.4004187327824,0,124.800837465565,46.8003140495868,0,0,0,0,15.6001046831956,0,0,0,109.200732782369,0,46.8003140495868,31.2002093663912,0,0,0,15.6001046831956,15.6001046831956,0,109.200732782369,62.4004187327824,0,15.6001046831956,0,46.8003140495868,0,0,0,0,0,0,109.200732782369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6001046831956,0,0,0,0,31.2002093663912,0,0,0,0,265.201779614325,0,31.2002093663912,0,0,0,93.6006280991735,15.6001046831956,0,0,202.801360881543
495,3576,277.345165289256,1553.13292561983,133.125679338843,0,77.6566462809917,11.0938066115702,199.688519008264,0,210.782325619835,432.65845785124,66.5628396694215,0,22.1876132231405,144.219485950413,1275.78776033058,11.0938066115702,11.0938066115702,0,0,0,22.1876132231405,0,0,0,0,0,22.1876132231405,22.1876132231405,110.938066115702,22.1876132231405,0,0,0,0,0,0,532.502717355372,0,0,0,77.6566462809917,0,66.5628396694215,0,22.1876132231405,22.1876132231405,0,0,0,0,0,22.1876132231405,0,0,0,0,33.2814198347107,0,0,0,0,0,0,0,11.0938066115702,0,0,0,0,0,0,0,0,0,0,0,99.8442595041322,22.1876132231405,0,11.0938066115702,11.0938066115702,0,0,0,0,0,0,0,44.375226446281,0,0,0,44.375226446281,0,0,77.6566462809917,0,0,0,0,0,0,66.5628396694215,0,0,0,0,0,0,0,0,0,133.125679338843
500,3674,209.562110476191,990.65724952381,142.883257142857,0,47.6277523809524,0,123.832156190476,0,200.03656,171.459908571429,19.051100952381,0,0,95.2555047619048,1009.70835047619,9.52555047619048,0,0,0,0,9.52555047619048,0,9.52555047619048,0,0,0,19.051100952381,28.5766514285714,0,9.52555047619048,9.52555047619048,0,19.051100952381,0,0,0,161.934358095238,0,0,0,142.883257142857,0,47.6277523809524,0,66.6788533333333,28.5766514285714,0,0,0,0,9.52555047619048,0,0,0,38.1022019047619,0,9.52555047619048,28.5766514285714,0,0,0,0,28.5766514285714,9.52555047619048,28.5766514285714,0,0,0,19.051100952381,0,9.52555047619048,47.6277523809524,0,0,0,0,66.6788533333333,0,0,28.5766514285714,0,9.52555047619048,0,0,0,9.52555047619048,0,0,0,0,0,0,9.52555047619048,0,9.52555047619048,28.5766514285714,0,9.52555047619048,0,0,0,0,228.613211428571,0,0,0,0,0,38.1022019047619,9.52555047619048,19.051100952381,0,171.459908571429
503,3719,120.504640350877,538.254060233918,224.941995321637,0,48.2018561403509,0,241.009280701754,8.03364269005848,88.3700695906433,200.841067251462,16.067285380117,0,8.03364269005848,128.538283040936,723.027842105263,16.067285380117,0,0,0,0,24.1009280701754,0,8.03364269005848,0,0,0,32.1345707602339,8.03364269005848,64.2691415204678,0,0,16.067285380117,0,0,0,0,345.446635672515,0,0,0,24.1009280701754,0,32.1345707602339,0,16.067285380117,8.03364269005848,0,0,0,0,0,0,0,0,0,0,32.1345707602339,0,0,0,0,0,0,0,0,0,0,8.03364269005848,0,0,0,0,0,0,0,0,40.1682134502924,0,0,8.03364269005848,0,0,0,0,0,8.03364269005848,0,0,32.1345707602339,8.03364269005848,0,0,40.1682134502924,0,0,0,0,0,0,0,0,0,112.470997660819,24.1009280701754,0,0,0,0,0,24.1009280701754,0,0,56.2354988304094
508,3785,616.319,1418.967,157.663,0,42.999,14.333,85.998,0,85.998,386.991,0,0,28.666,42.999,1676.961,0,0,14.333,0,0,28.666,0,14.333,0,0,0,114.664,28.666,28.666,14.333,14.333,0,14.333,0,0,57.332,229.328,0,0,0,143.33,0,14.333,0,28.666,0,0,0,0,0,0,85.998,0,14.333,71.665,0,57.332,28.666,14.333,0,14.333,0,0,0,28.666,0,0,0,0,0,0,14.333,0,0,0,0,28.666,0,0,0,0,0,57.332,0,0,0,0,0,0,0,0,0,42.999,0,42.999,14.333,28.666,0,0,14.333,0,0,358.325,0,0,0,0,0,57.332,42.999,0,0,257.994
511,3830,146.803042990654,250.985847693699,66.2981484473922,0,56.826984383479,0,89.9760586071752,0,61.5625664154356,175.216535182394,0,0,0,71.0337304793488,364.639816460657,4.73558203195659,9.47116406391318,0,4.73558203195659,0,0,0,4.73558203195659,0,0,0,9.47116406391318,4.73558203195659,0,0,4.73558203195659,14.2067460958698,0,0,0,0,66.2981484473922,0,0,0,66.2981484473922,4.73558203195659,66.2981484473922,0,42.6202382876093,4.73558203195659,0,0,0,0,0,4.73558203195659,0,0,23.6779101597829,0,18.9423281278264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2067460958698,0,0,0,0,33.1490742236961,0,0,9.47116406391318,0,4.73558203195659,0,0,0,0,0,14.2067460958698,4.73558203195659,0,0,0,4.73558203195659,0,0,14.2067460958698,0,0,0,0,0,0,85.2404765752186,14.2067460958698,14.2067460958698,0,0,0,0,0,0,0,118.389550798915
516,3910,218.84017083462,523.653265925697,148.498687352063,0,7.81572038695071,0,93.7886446434085,0,109.42008541731,70.3414834825564,0,0,0,62.5257630956057,648.704792116909,7.81572038695071,7.81572038695071,7.81572038695071,0,0,23.4471611608521,0,0,0,7.81572038695071,0,7.81572038695071,31.2628815478028,0,15.6314407739014,0,7.81572038695071,0,0,0,15.6314407739014,93.7886446434085,0,15.6314407739014,0,257.918772769373,0,62.5257630956057,7.81572038695071,101.604365030359,15.6314407739014,0,0,0,0,0,15.6314407739014,0,0,148.498687352063,15.6314407739014,23.4471611608521,23.4471611608521,7.81572038695071,0,0,0,15.6314407739014,0,7.81572038695071,0,0,0,0,0,0,15.6314407739014,0,23.4471611608521,0,0,23.4471611608521,0,0,0,0,0,0,0,7.81572038695071,0,0,7.81572038695071,0,0,0,7.81572038695071,31.2628815478028,0,7.81572038695071,0,0,0,0,0,0,0,226.655891221571,0,15.6314407739014,7.81572038695071,0,0,46.8943223217042,15.6314407739014,7.81572038695071,0,171.945848512916
519,3957,199.584970720721,242.049858108108,12.7394662162162,0,8.49297747747748,0,72.1903085585586,0,55.2043536036036,72.1903085585586,0,0,4.24648873873874,16.985954954955,250.542835585586,0,16.985954954955,12.7394662162162,0,0,12.7394662162162,0,0,0,0,0,12.7394662162162,8.49297747747748,4.24648873873874,8.49297747747748,8.49297747747748,0,0,0,0,0,29.7254211711712,0,0,0,131.641150900901,0,16.985954954955,0,25.4789324324324,21.2324436936937,0,0,0,4.24648873873874,0,0,0,0,21.2324436936937,0,16.985954954955,0,0,0,0,12.7394662162162,0,0,8.49297747747748,0,0,0,0,0,0,0,0,0,0,0,29.7254211711712,0,0,0,0,0,0,0,0,8.49297747747748,0,0,0,0,0,12.7394662162162,8.49297747747748,0,0,12.7394662162162,0,0,0,0,0,0,84.9297747747748,0,0,0,0,0,4.24648873873874,0,0,0,169.85954954955
524,4027,394.74139013252,477.361681090489,100.980355615296,0,18.3600646573265,0,110.160387943959,0,110.160387943959,36.720129314653,9.18003232866326,0,0,55.0801939719795,477.361681090489,0,18.3600646573265,0,0,0,9.18003232866326,0,0,0,0,0,18.3600646573265,18.3600646573265,0,18.3600646573265,0,36.720129314653,0,0,9.18003232866326,0,91.8003232866325,0,0,0,119.340420272622,0,73.440258629306,0,137.700484929949,18.3600646573265,0,0,0,18.3600646573265,0,0,0,0,100.980355615296,0,64.2602263006428,27.5400969859898,0,0,9.18003232866326,0,55.0801939719795,0,18.3600646573265,27.5400969859898,0,0,0,0,0,64.2602263006428,0,0,0,0,36.720129314653,0,0,0,0,0,0,18.3600646573265,0,0,0,0,0,0,0,0,27.5400969859898,0,36.720129314653,0,0,0,0,9.18003232866326,0,0,257.040905202571,0,36.720129314653,0,0,0,9.18003232866326,0,0,0,275.400969859898
527,4070,210.034226073991,278.295349548038,5.25085565184978,0,47.257700866648,0,63.0102678221974,0,147.023958251794,147.023958251794,0,0,0,42.0068452147982,414.817596496133,0,0,0,0,0,5.25085565184978,0,5.25085565184978,0,0,0,10.5017113036996,0,0,10.5017113036996,5.25085565184978,5.25085565184978,0,0,5.25085565184978,0,21.0034226073991,0,0,0,225.786793029541,0,42.0068452147982,0,78.7628347777467,36.7559895629485,0,0,0,0,0,0,0,0,120.769679992545,0,36.7559895629485,5.25085565184978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7594121703476,0,0,5.25085565184978,0,5.25085565184978,0,0,0,0,0,10.5017113036996,0,0,0,0,21.0034226073991,0,0,5.25085565184978,0,0,0,0,0,0,63.0102678221974,5.25085565184978,0,0,0,0,0,0,0,0,152.274813903644
